sentence_id,words,labels
8,aanvaardbaar,O
8,of,O
8,onaanvaardbaar,O
8,is,O
8,.,O
9,met,O
9,deze,O
9,brochure,O
9,wil,O
9,belgië,B
9,de,O
9,commerciële,B
9,actoren,O
9,informeren,O
9,en,O
9,waarschuwen,O
9,voor,O
9,de,O
9,risico's,O
9,die,O
9,met,O
9,hun,O
9,professionele,B
9,contacten,I
9,gepaard,O
9,gaan,O
9,.,O
10,wat,O
10,is,O
10,corruptie,B
10,?,O
11,corruptie,B
11,is,O
11,een,O
11,criminaliteitsfenomeen,B
11,dat,O
11,heel,O
11,wat,O
11,maatschappelijke,B
11,schade,O
11,kan,O
11,aanrichten,O
11,.,O
12,het,O
12,leidt,O
12,tot,O
12,concurrentievervalsing,B
12,",",O
12,schrikt,O
12,investeerders,O
12,af,O
12,en,O
12,brengt,O
12,de,O
12,verdere,O
12,ontwikkeling,O
12,van,O
12,gezonde,O
12,ondernemingen,B
12,in,O
12,gevaar,O
12,.,O
13,corruptie,B
13,is,O
13,moreel,O
13,verwerpelijk,O
13,en,O
13,ondergraaft,O
13,het,O
13,vertrouwen,O
13,in,O
13,de,O
13,maatschappij,B
13,en,O
13,de,O
13,democratie,O
13,.,O
14,zij,O
14,wordt,O
14,door,O
14,het,O
14,zakenleven,B
14,als,O
14,de,O
14,belangrijkste,O
14,hinderpaal,O
14,van,O
14,investeringen,B
14,in,O
14,bepaalde,O
14,landen,O
14,beschouwd,O
14,.,O
15,op,O
15,langere,O
15,termijn,O
15,veroorzaakt,O
15,corruptie,B
15,een,O
15,meerkost,B
15,",",O
15,zowel,O
15,voor,O
15,de,O
15,gemeenschap,O
15,als,O
15,voor,O
15,de,O
15,bedrijven,B
15,.,O
16,voor,O
16,zowel,O
16,een,O
16,rechtspersoon,B
16,als,O
16,een,O
16,natuurlijk,B
16,persoon,I
16,is,O
16,corruptie,B
16,het,O
16,verzoeken,O
16,",",O
16,aanvaarden,O
16,of,O
16,ontvangen,O
16,van,O
16,een,O
16,voordeel,B
16,van,O
16,eender,O
16,welke,O
16,aard,O
16,om,O
16,",",O
16,in,O
16,het,O
16,kader,O
16,van,O
16,zijn,O
16,functie,O
16,",",O
16,een,O
16,welbepaald,O
16,gedrag,O
16,aan,O
16,te,O
16,nemen,O
16,.,O
17,het,O
17,is,O
17,ook,O
17,het,O
17,voorstellen,O
17,of,O
17,verlenen,O
17,van,O
17,een,O
17,dergelijk,O
17,voordeel,B
17,opdat,O
17,een,O
17,persoon,O
17,een,O
17,dergelijk,O
17,gedrag,O
17,zou,O
17,aannemen,O
17,.,O
18,de,O
18,wetgeving,B
18,is,O
18,van,O
18,toepassing,O
18,op,O
18,belgische,O
18,personen,O
18,en,O
18,bedrijven,B
18,",",O
18,actief,O
18,zowel,O
18,in,O
18,belgië,B
18,als,O
18,in,O
18,het,O
18,buitenland,O
18,.,O
19,belgië,B
19,maakt,O
19,ook,O
19,geen,O
19,onderscheid,O
19,tussen,O
19,nationale,O
19,",",O
19,internationale,O
19,en,O
19,buitenlandse,O
19,ambtenaren,B
19,.,O
20,het,O
20,maakt,O
20,niet,O
20,uit,O
20,of,O
20,de,O
20,omkoping,B
20,rechtstreeks,O
20,of,O
20,via,O
20,tussenpersonen,B
20,gebeurt,O
20,",",O
20,noch,O
20,of,O
20,het,O
20,voordeel,B
20,voor,O
20,zichzelf,O
20,of,O
20,voor,O
20,een,O
20,derde,B
20,bedoeld,O
20,is,O
20,.,O
21,het,O
21,is,O
21,ook,O
21,irrelevant,O
21,of,O
21,dit,O
21,in,O
21,de,O
21,publieke,B
21,of,O
21,de,O
21,private,B
21,sector,I
21,gebeurt,O
21,.,O
22,zowel,O
22,de,O
22,persoon,O
22,die,O
22,dergelijke,O
22,voordelen,B
22,aanbiedt,O
22,als,O
22,de,O
22,persoon,O
22,die,O
22,ze,O
22,aanvaardt,O
22,",",O
22,kunnen,O
22,veroordeeld,B
22,worden,O
22,voor,O
22,corruptie,B
22,.,O
23,de,O
23,belgische,O
23,wetgeving,B
23,viseert,O
23,bijgevolg,O
23,zowel,O
23,de,O
23,publieke,B
23,als,O
23,de,O
23,private,B
23,omkoping,I
23,en,O
23,zowel,O
23,de,O
23,actieve,O
23,als,O
23,de,O
23,passieve,B
23,omkoping,O
23,.,O
24,met,O
24,andere,O
24,woorden,O
24,",",O
24,corruptie,B
24,kan,O
24,zich,O
24,voordoen,O
24,op,O
24,verschillende,O
24,niveaus,O
24,en,O
24,onder,O
24,verschillende,O
24,vormen,O
24,.,O
25,al,O
25,deze,O
25,vormen,O
25,van,O
25,corruptie,B
25,zijn,O
25,strafbaar,B
25,in,O
25,belgië,B
25,.,O
26,voor,O
26,de,O
26,private,B
26,corruptie,I
26,is,O
26,weliswaar,O
26,een,O
26,bijkomende,O
26,voorwaarde,O
26,vereist,O
26,:,O
27,de,O
27,omkoping,B
27,moet,O
27,zonder,O
27,medeweten,O
27,en,O
27,zonder,O
27,machtiging,O
27,van,O
27,de,O
27,raad,B
27,van,O
27,bestuur,O
27,of,O
27,de,O
27,algemene,B
27,vergadering,I
27,",",O
27,de,O
27,lastgever,B
27,of,O
27,de,O
27,werkgever,O
27,gebeuren,O
27,.,O
28,het,O
28,belgische,B
28,strafwetboek,B
28,bevat,O
28,twee,O
28,hoofdstukken,O
28,die,O
28,van,O
28,belang,O
28,zijn,O
28,in,O
28,de,O
28,strijd,B
28,tegen,I
28,corruptie,I
28,:,O
28,de,O
28,artikelen,O
28,246,O
28,e.v.,O
28,van,O
28,het,O
28,strafwetboek,O
28,betreffende,O
28,de,O
28,publieke,B
28,omkoping,I
28,en,O
28,de,O
28,artikelen,O
28,504bis,O
28,en,O
28,ter,O
28,voor,O
28,wat,O
28,betreft,O
28,de,O
28,private,B
28,omkoping,O
28,.,O
29,straffen,B
29,kunnen,O
29,gaan,O
29,van,O
29,zes,O
29,maanden,O
29,tot,O
29,drie,O
29,jaar,O
29,gevangenisstraf,B
29,en,O
29,mits,O
29,verzwarende,B
29,omstandigheden,I
29,zelfs,O
29,tot,O
29,tien,O
29,jaar,O
29,.,O
30,qua,O
30,geldboete,B
30,kunnen,O
30,sommen,B
30,gevorderd,B
30,worden,O
30,tot,O
30,100,O
30,000,O
30,euro,O
30,.,O
31,naast,O
31,de,O
31,negatieve,O
31,publiciteit,O
31,van,O
31,een,O
31,strafproces,B
31,",",O
31,kan,O
31,een,O
31,rechtspersoon,B
31,ook,O
31,van,O
31,de,O
31,lijst,O
31,met,O
31,erkende,O
31,bedrijven,B
31,voor,O
31,overheidsopdrachten,B
31,worden,O
31,geschrapt,O
31,.,O
31,in,O
31,belgië,B
31,is,O
31,deelnemen,O
31,aan,O
31,de,O
31,vergunning,B
31,van,O
31,overheidsopdrachten,O
31,immers,O
31,verboden,O
31,voor,O
31,bedrijven,O
31,die,O
31,veroordeeld,B
31,zijn,O
31,geweest,O
31,voor,O
31,deelname,O
31,aan,O
31,een,O
31,criminele,B
31,organisatie,I
31,",",O
31,omkoping,B
31,",",O
31,fraude,B
31,",",O
31,witwassen,B
31,of,O
31,elk,O
31,ander,O
31,misdrijf,B
31,dat,O
31,door,O
31,zijn,O
31,aard,O
31,de,O
31,beroepsmoraal,B
31,aantast,O
31,.,O
32,andere,O
32,handelingen,O
32,zijn,O
32,eveneens,O
32,strafbaar,B
32,.,O
33,zo,O
33,is,O
33,er,O
33,artikel,O
33,314,O
33,van,O
33,het,O
33,strafwetboek,B
33,dat,O
33,de,O
33,belemmering,O
33,van,O
33,de,O
33,vrijheid,B
33,van,O
33,opbod,O
33,of,O
33,van,O
33,inschrijving,B
33,bij,I
33,toewijzingen,I
33,van,O
33,de,O
33,eigendom,O
33,",",O
33,van,O
33,het,O
33,vruchtgebruik,B
33,of,O
33,van,O
33,de,O
33,huur,O
33,van,O
33,roerende,O
33,of,O
33,onroerende,B
33,zaken,I
33,van,O
33,een,O
33,onderneming,B
33,",",O
33,van,O
33,een,O
33,levering,O
33,",",O
33,…,O
33,bestraft,B
33,met,O
33,een,O
33,gevangenisstraf,B
33,van,O
33,15,O
33,dagen,O
33,tot,O
33,zes,O
33,maanden,O
33,en,O
33,met,O
33,een,O
33,geldboete,B
33,van,O
33,100,O
33,euro,O
33,tot,O
33,3000,O
33,euro,O
33,.,O
34,de,O
34,fiscale,B
34,wetgeving,B
34,voorziet,O
34,er,O
34,bovendien,O
34,in,O
34,dat,O
34,elk,O
34,corruptie-element,B
34,dat,O
34,op,O
34,basis,O
34,van,O
34,het,O
34,strafwetboek,B
34,kan,O
34,worden,O
34,vervolgd,B
34,",",O
34,zowel,O
34,voor,O
34,een,O
34,rechtspersoon,B
34,als,O
34,voor,O
34,een,O
34,natuurlijke,B
34,persoon,I
34,",",O
34,niet,O
34,aftrekbaar,B
34,is,O
34,van,O
34,de,O
34,belastbare,B
34,basis,O
34,.,O
35,ambtshalve,B
35,wordt,O
35,tevens,O
35,een,O
35,aparte,O
35,bijdrage,B
35,van,O
35,309,O
35,%,O
35,van,O
35,de,O
35,waarde,O
35,van,O
35,het,O
35,element,O
35,aan,O
35,de,O
35,rechtspersoonlijke,B
35,belastingbetaler,I
35,opgelegd,O
35,.,O
36,te,O
36,vermenigvuldigen,O
36,met,O
36,de,O
36,wettelijke,B
36,opdecimes,I
36,.,O
37,de,O
37,geldboete,B
37,kan,O
37,zowel,O
37,cumulatief,O
37,met,O
37,de,O
37,gevangenisstraf,B
37,als,O
37,apart,O
37,opgelegd,O
37,worden,O
37,.,O
38,artikel,O
38,8,O
38,van,O
38,de,O
38,wet,B
38,van,O
38,10,O
38,februari,O
38,1999,O
38,betreffende,O
38,de,O
38,bestraffing,B
38,van,O
38,corruptie,B
38,",",O
38,b.s.,B
38,",",O
38,23,O
38,maart,O
38,1999,O
38,.,O
39,artikel,O
39,11,O
39,van,O
39,het,O
39,koninklijk,B
39,besluit,I
39,van,O
39,23,O
39,november,O
39,2007,O
39,tot,O
39,wijziging,O
39,van,O
39,de,O
39,wet,B
39,van,O
39,24,O
39,december,O
39,1993,O
39,betreffende,O
39,de,O
39,overheidsopdrachten,B
39,en,O
39,sommige,O
39,opdrachten,O
39,voor,O
39,aanneming,O
39,van,O
39,werken,O
39,",",O
39,leveringen,O
39,en,O
39,diensten,O
39,en,O
39,van,O
39,sommige,O
39,koninklijke,B
39,besluiten,I
39,tot,O
39,uitvoering,O
39,van,O
39,deze,O
39,wet,O
39,",",O
39,b.s.,B
39,",",O
39,7,O
39,december,O
39,2007,O
39,.,O
40,te,O
40,vermenigvuldigen,O
40,met,O
40,de,O
40,wettelijke,B
40,opdecimes,I
40,.,O
41,artikel,O
41,219,O
41,wib,B
41,1992,O
41,.,O
42,wat,O
42,kunnen,O
42,bedrijven,B
42,doen,O
42,?,O
43,corruptie,B
43,is,O
43,één,O
43,van,O
43,de,O
43,belangrijkste,O
43,hinderpalen,O
43,voor,O
43,bedrijven,B
43,die,O
43,op,O
43,buitenlandse,O
43,markten,B
43,opereren,O
43,.,O
44,afhankelijk,O
44,van,O
44,de,O
44,sector,O
44,en,O
44,het,O
44,land,O
44,bestaat,O
44,de,O
44,kans,O
44,dat,O
44,men,O
44,vroeg,O
44,of,O
44,laat,O
44,met,O
44,corrupt,B
44,gedrag,I
44,te,O
44,maken,O
44,krijgt,O
44,.,O
45,deze,O
45,brochure,O
45,wil,O
45,een,O
45,aantal,O
45,tips,O
45,aanbieden,O
45,over,O
45,hoe,O
45,men,O
45,corrupte,B
45,praktijken,I
45,kan,O
45,vermijden,O
45,en,O
45,bestrijden,O
45,.,O
46,gedragsregels,B
46,verbieden,O
46,corruptie,B
46,",",O
46,ongeacht,O
46,de,O
46,nagestreefde,O
46,doelstelling,O
46,.,O
47,dit,O
47,geldt,O
47,dus,O
47,niet,O
47,louter,O
47,voor,O
47,het,O
47,verkrijgen,O
47,of,O
47,behouden,O
47,van,O
47,een,O
47,markt,B
47,.,O
48,dit,O
48,verbod,O
48,omvat,O
48,niet,O
48,alleen,O
48,de,O
48,betaling,B
48,van,O
48,commissies,B
48,aan,O
48,ambtenaren,B
48,",",O
48,maar,O
48,ook,O
48,hun,O
48,geheimhouding,B
48,in,O
48,contracten,B
48,van,O
48,onderaanneming,B
48,",",O
48,consulting,O
48,",",O
48,',O
48,technische,O
48,bijstand,O
48,',O
48,in,O
48,het,O
48,buitenland,O
48,",",O
48,…,O
49,de,O
49,betaling,B
49,van,O
49,vertegenwoordigers,O
49,ter,O
49,plaatse,O
49,zou,O
49,zich,O
49,moeten,O
49,beperken,O
49,tot,O
49,de,O
49,betaling,O
49,van,O
49,rechtmatige,B
49,diensten,I
49,.,O
50,de,O
50,controle,O
50,van,O
50,de,O
50,bedrijfsrekeningen,B
50,moet,O
50,duistere,B
50,of,O
50,buitenboekhoudkundige,B
50,rekeningen,B
50,vermijden,O
50,.,O
51,de,O
51,reglementering,B
51,inzake,O
51,de,O
51,financiering,B
51,van,I
51,politieke,B
51,partijen,I
51,moet,O
51,worden,O
51,nageleefd,O
51,en,O
51,de,O
51,directie-,O
51,of,O
51,controle-instanties,O
51,van,O
51,de,O
51,bedrijven,B
51,moeten,O
51,van,O
51,vastgestelde,O
51,boekhoudkundige,B
51,anomalieën,I
51,op,O
51,de,O
51,hoogte,O
51,worden,O
51,gesteld,O
51,.,O
52,de,O
52,belangrijkste,O
52,maatregelen,O
52,van,O
52,goed,B
52,bestuur,I
52,kunnen,O
52,in,O
52,deontologische,B
52,codes,I
52,worden,O
52,opgenomen,O
52,.,O
53,het,O
53,beste,O
53,signaal,O
53,naar,O
53,het,O
53,bedrijfspersoneel,B
53,blijft,O
53,evenwel,O
53,het,O
53,door,O
53,de,O
53,bestuurders,B
53,gestelde,O
53,voorbeeld,O
53,.,O
54,het,O
54,is,O
54,immers,O
54,soms,O
54,moeilijk,O
54,een,O
54,onderscheid,O
54,te,O
54,maken,O
54,tussen,O
54,corruptie,B
54,en,O
54,normale,O
54,zakencontacten,B
54,.,O
55,er,O
55,bestaan,O
55,grijze,B
55,zones,I
55,waar,O
55,bijzondere,O
55,aandacht,O
55,naar,O
55,moet,O
55,uitgaan,O
55,om,O
55,delicate,O
55,situaties,O
55,op,O
55,te,O
55,lossen,O
55,.,O
56,handel,B
56,drijven,O
56,met,O
56,het,O
56,irak,B
56,van,O
56,saddam,B
56,hussein,I
56,kon,O
56,veel,O
56,geld,B
56,opbrengen,O
56,",",O
56,maar,O
56,ook,O
56,zware,O
56,gevolgen,O
56,hebben,O
56,",",O
56,zowel,O
56,voor,O
56,de,O
56,reputatie,O
56,van,O
56,het,O
56,bedrijf,B
56,als,O
56,op,O
56,strafrechtelijk,B
56,vlak,O
56,.,O
57,daarbovenop,O
57,waren,O
57,er,O
57,ook,O
57,de,O
57,commissies,B
57,die,O
57,aan,O
57,de,O
57,iraakse,O
57,beambten,B
57,en,O
57,hun,O
57,tussenpersonen,B
57,dienden,O
57,te,O
57,worden,O
57,betaald,B
57,.,O
58,belgië,B
58,bestraft,B
58,het,O
58,omkopen,B
58,van,O
58,zowel,O
58,buitenlandse,O
58,ambtenaren,B
58,als,O
58,personen,O
58,die,O
58,instaan,O
58,voor,O
58,een,O
58,belgische,O
58,openbare,B
58,dienst,I
58,.,O
59,door,O
59,het,O
59,uitvoeren,O
59,van,O
59,evaluatieopdrachten,B
59,",",O
59,ziet,O
59,de,O
59,oeso,B
59,(,O
59,organisatie,B
59,voor,I
59,economische,I
59,samenwerking,I
59,en,I
59,ontwikkeling,I
59,),O
59,er,O
59,op,O
59,toe,O
59,dat,O
59,de,O
59,nationale,O
59,overheden,B
59,de,O
59,anticorruptieovereenkomst,B
59,van,O
59,1997,O
59,daadwerkelijk,O
59,toepassen,O
59,.,O
60,spijtig,O
60,genoeg,O
60,werden,O
60,te,O
60,weinig,O
60,bedrijven,B
60,totnogtoe,O
60,gewezen,O
60,op,O
60,de,O
60,goede,O
60,praktijken,O
60,.,O
61,onderstaande,O
61,voorbeelden,O
61,maken,O
61,duidelijk,O
61,dat,O
61,corruptie,B
61,en/of,O
61,afpersing,B
61,vanwege,O
61,tactloze,B
61,ambtenaren,B
61,of,O
61,andere,O
61,personen,O
61,vele,O
61,vormen,O
61,kan,O
61,aannemen,O
61,en,O
61,bedrijven,B
61,voor,O
61,moeilijke,O
61,situaties,O
61,kan,O
61,plaatsen,O
61,.,O
62,enkele,O
62,dollars,O
62,in,O
62,mijn,O
62,paspoort,O
62,zorgen,O
62,er,O
62,voor,O
62,dat,O
62,ik,O
62,niet,O
62,het,O
62,risico,O
62,loop,O
62,een,O
62,uur,O
62,langer,O
62,in,O
62,de,O
62,luchthaven,O
62,te,O
62,moeten,O
62,blijven,O
62,totdat,O
62,de,O
62,lokale,O
62,overheden,B
62,mijn,O
62,papieren,O
62,checken,O
62,.,O
63,mijn,O
63,aankoopdirecteur,B
63,heeft,O
63,een,O
63,geheim,O
63,akkoord,O
63,gesloten,O
63,met,O
63,een,O
63,leverancier,O
63,die,O
63,stelselmatig,O
63,wordt,O
63,gekozen,O
63,voor,O
63,de,O
63,producten,O
63,die,O
63,ik,O
63,aan,O
63,mijn,O
63,filialen,O
63,lever,O
63,.,O
64,ik,O
64,schuif,O
64,deze,O
64,directeur,O
64,discreet,O
64,opzij,O
64,waardoor,O
64,hij,O
64,bij,O
64,de,O
64,concurrentie,B
64,hoogtij,O
64,zal,O
64,vieren,O
64,of,O
64,ik,O
64,dien,O
64,klacht,B
64,in,O
64,tegen,O
64,hem,O
64,zonder,O
64,vrees,O
64,voor,O
64,eender,O
64,welke,O
64,publiciteit,O
64,.,O
65,mijn,O
65,bedrijf,B
65,zal,O
65,aantonen,O
65,dat,O
65,het,O
65,begaan,O
65,is,O
65,met,O
65,de,O
65,prijs,B
65,die,O
65,ik,O
65,de,O
65,consument,O
65,laat,O
65,betalen,B
65,zonder,O
65,onnodige,O
65,en,O
65,contraproductieve,O
65,commissie,B
65,.,O
66,ik,O
66,weet,O
66,dat,O
66,de,O
66,leiders,O
66,van,O
66,een,O
66,bepaald,O
66,land,O
66,iets,O
66,afromen,B
66,op,O
66,de,O
66,levering,O
66,van,O
66,grondstoffen,O
66,.,O
67,niemand,O
67,verplicht,O
67,mij,O
67,ertoe,O
67,handel,B
67,met,O
67,hen,O
67,te,O
67,drijven,O
67,.,O
68,ik,O
68,ga,O
68,met,O
68,de,O
68,directeur,O
68,van,O
68,een,O
68,openbare,B
68,instelling,I
68,naar,O
68,de,O
68,voorstelling,O
68,van,O
68,mijn,O
68,nieuwste,O
68,product,O
68,op,O
68,een,O
68,zonnige,O
68,bestemming,O
68,(,O
68,madrid,B
68,of,O
68,rome,B
68,of,O
68,san,B
68,francisco,I
68,),O
68,en,O
68,neem,O
68,de,O
68,volledige,O
68,week,O
68,voor,O
68,de,O
68,tests,O
68,.,O
69,er,O
69,dient,O
69,ook,O
69,te,O
69,worden,O
69,gewezen,O
69,op,O
69,enkele,O
69,mogelijke,O
69,straffen,B
69,",",O
69,bovenop,O
69,de,O
69,strafrechtelijke,B
69,vervolgingen,B
69,",",O
69,die,O
69,u,O
69,kunnen,O
69,worden,O
69,opgelegd,O
69,wanneer,O
69,u,O
69,op,O
69,deze,O
69,manier,O
69,handelt,O
69,.,O
70,de,O
70,wereldbank,B
70,kan,O
70,u,O
70,aan,O
70,een,O
70,zwarte,B
70,lijst,I
70,toevoegen,O
70,van,O
70,bedrijven,B
70,en/of,O
70,personen,O
70,die,O
70,geraadpleegd,O
70,wordt,O
70,voor,O
70,verschillende,O
70,markten,B
70,die,O
70,subsidies,B
70,of,O
70,ontwikkelingshulp,B
70,krijgen,O
70,.,O
71,de,O
71,europese,B
71,unie,I
71,kan,O
71,de,O
71,betaling,B
71,van,O
71,subsidies,B
71,aan,O
71,het,O
71,programma,O
71,waaraan,O
71,u,O
71,meewerkt,O
71,",",O
71,opschorten,O
71,.,O
72,u,O
72,mag,O
72,ook,O
72,niet,O
72,vergeten,O
72,dat,O
72,corruptie,B
72,aanstekelijk,O
72,kan,O
72,werken,O
72,.,O
73,indien,O
73,het,O
73,intern,O
73,bekend,O
73,raakt,O
73,dat,O
73,u,O
73,ambtenaren,B
73,omkoopt,B
73,",",O
73,dan,O
73,zal,O
73,de,O
73,verleiding,O
73,groter,O
73,zijn,O
73,om,O
73,goederen,B
73,van,O
73,het,O
73,bedrijf,B
73,te,O
73,verduisteren,B
73,of,O
73,zich,O
73,in,O
73,zijn,O
73,eigen,O
73,activiteitenveld,O
73,te,O
73,laten,O
73,omkopen,B
73,.,O
74,als,O
74,een,O
74,ethisch,B
74,gedrag,I
74,als,O
74,voorbeeld,O
74,wordt,O
74,gesteld,O
74,",",O
74,dan,O
74,geldt,O
74,ook,O
74,het,O
74,omgekeerde,O
74,.,O
75,een,O
75,keer,O
75,corrupt,B
75,",",O
75,altijd,O
75,corrupt,O
75,?,O
76,wanneer,O
76,u,O
76,zichzelf,O
76,compromitteert,B
76,door,O
76,te,O
76,frauderen,B
76,",",O
76,dan,O
76,komt,O
76,u,O
76,in,O
76,een,O
76,kwetsbare,O
76,positie,O
76,terecht,O
76,.,O
77,wanneer,O
77,er,O
77,geen,O
77,weg,O
77,meer,O
77,terug,O
77,is,O
77,",",O
77,dan,O
77,wordt,O
77,het,O
77,moeilijk,O
77,om,O
77,geen,O
77,smeergeld,B
77,meer,O
77,te,O
77,betalen,B
77,zonder,O
77,chantage,B
77,te,O
77,moeten,O
77,ondergaan,O
77,.,O
78,bij,O
78,een,O
78,handelsgeschil,B
78,dat,O
78,het,O
78,verbreken,B
78,van,I
78,het,O
78,contract,O
78,tot,O
78,gevolg,O
78,heeft,O
78,",",O
78,is,O
78,het,O
78,niet,O
78,mogelijk,O
78,sommen,B
78,terug,B
78,te,I
78,eisen,I
78,die,O
78,wettelijk,B
78,niet,O
78,bestaan,O
78,.,O
79,wat,O
79,kan,O
79,een,O
79,bedrijf,B
79,in,O
79,de,O
79,praktijk,O
79,doen,O
79,?,O
80,informatie,O
80,is,O
80,het,O
80,eerste,O
80,en,O
80,het,O
80,beste,O
80,wapen,O
80,in,O
80,de,O
80,dagdagelijkse,O
80,strijd,O
80,die,O
80,bedrijven,B
80,dienen,O
80,te,O
80,leveren,O
80,tegen,O
80,corrupte,B
80,bedrijfspraktijken,I
80,.,O
81,raadpleeg,O
81,bijvoorbeeld,O
81,de,O
81,',O
81,icc,B
81,rules,O
81,of,O
81,conduct,O
81,and,O
81,recommendations,O
81,for,O
81,combating,O
81,extortion,O
81,and,O
81,bribery,O
81,',O
81,opgesteld,O
81,door,O
81,de,O
81,internationale,O
81,werkgeversorganisatie,B
81,icc,O
81,.,O
82,deze,O
82,kunnen,O
82,omschreven,O
82,worden,O
82,als,O
82,een,O
82,methode,O
82,van,O
82,zelfregulering,O
82,",",O
82,waarbij,O
82,de,O
82,basisregels,O
82,ter,O
82,preventie,O
82,van,O
82,corruptie,B
82,door,O
82,bedrijven,B
82,uit,O
82,de,O
82,doeken,O
82,worden,O
82,gedaan,O
82,.,O
83,hoewel,O
83,zij,O
83,geen,O
83,wettelijke,B
83,waarde,I
83,hebben,O
83,",",O
83,geven,O
83,deze,O
83,icc,B
83,gedragsregels,B
83,een,O
83,overzicht,O
83,van,O
83,de,O
83,meest,O
83,deugdelijke,O
83,bedrijfspraktijken,B
83,.,O
84,door,O
84,deze,O
84,gedragsregels,B
84,hebben,O
84,bedrijven,B
84,het,O
84,gemakkelijker,O
84,om,O
84,hun,O
84,wettelijke,B
84,verplichtingen,I
84,en,O
84,verantwoordelijkheden,O
84,te,O
84,vervullen,O
84,.,O
85,daarenboven,O
85,beschikt,O
85,icc,B
85,over,O
85,een,O
85,andere,O
85,belangrijke,O
85,tool,O
85,:,O
86,',O
86,icc,B
86,fighting,O
87,deze,O
87,uitgave,O
87,heeft,O
87,de,O
87,bedoeling,O
87,internationale,O
87,bedrijven,B
87,te,O
87,helpen,O
87,om,O
87,aan,O
87,de,O
87,icc,B
87,rules,O
87,en,O
87,het,O
87,oeso-verdrag,B
87,ter,I
87,bestrijding,I
87,van,I
87,omkoping,B
87,van,O
87,buitenlandse,O
87,ambtenaren,O
87,in,O
87,internationale,O
87,handelstransacties,O
87,van,O
87,1997,O
87,te,O
87,voldoen,O
87,.,O
88,bovendien,O
88,heeft,O
88,icc-belgië,B
88,de,O
88,brochure,O
88,',O
88,hoe,O
88,corruptie,B
88,voorkomen,O
88,?,O
89,de,O
89,brochure,O
89,is,O
89,een,O
89,praktische,O
89,handleiding,O
89,voor,O
89,het,O
89,bedrijfsleven,B
89,dat,O
89,met,O
89,corruptiepogingen,B
89,wordt,O
89,geconfronteerd,O
89,.,O
90,hierin,O
90,wordt,O
90,bedrijven,B
90,onder,O
90,andere,O
90,voorgesteld,O
90,zelf,O
90,een,O
90,gedragscode,B
90,op,O
90,te,O
90,stellen,O
90,en,O
90,hun,O
90,werknemers,O
90,daarover,O
90,te,O
90,informeren,O
90,.,O
91,op,O
91,de,O
91,website,O
91,van,O
91,de,O
91,ngo,B
91,transparency,B
91,international,I
91,kan,O
91,u,O
91,voorbeelden,O
91,van,O
91,bedrijfsinitiatieven,O
91,tegen,O
91,corruptie,B
91,terugvinden,O
91,:,O
92,de,O
92,',O
92,transparency,B
92,international,I
92,business,O
92,principles,O
92,',O
92,voor,O
92,grote,O
92,",",O
92,internationale,O
92,bedrijven,B
92,en,I
92,de,O
92,',O
92,sme,B
92,edition,I
92,',O
92,voor,O
92,de,O
92,kleine,B
92,en,O
92,middelgrote,O
92,ondernemingen,B
92,.,O
93,de,O
